FileName,LocationX,LocationY,LocationZ,RotationRoll,RotationPitch,RotationYaw,GazeHitX,GazeHitY,GazeHitZ,GazeConfidence,Frame,Timestamp,RoomX_m,RoomY_m
BiancaGolden_GrandPlies,-200.0000,0.0000,30.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0,0.926341,0.0000,0.0000
BiancaGolden_GrandPlies,-200.0000,0.0000,30.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0,0.943869,0.0000,0.0000
BiancaGolden_GrandPlies,-200.0000,0.0000,30.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,1,0.953951,0.0000,0.0000
BiancaGolden_GrandPlies,-200.0000,0.0000,30.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,1,0.968954,0.0000,0.0000
BiancaGolden_GrandPlies,-200.0000,0.0000,30.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,2,0.982108,0.0000,0.0000
BiancaGolden_GrandPlies,-200.0000,0.0000,30.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,2,1.009727,0.0000,0.0000
BiancaGolden_GrandPlies,-200.0000,0.0000,30.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,3,1.023792,0.0000,0.0000
BiancaGolden_GrandPlies,-200.0000,0.0000,30.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,3,1.035720,0.0000,0.0000
BiancaGolden_GrandPlies,-200.0000,0.0000,30.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,4,1.051602,0.0000,0.0000
BiancaGolden_GrandPlies,-200.0000,0.0000,30.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,4,1.063501,0.0000,0.0000
BiancaGolden_GrandPlies,-200.0000,0.0000,30.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,4,1.080055,0.0000,0.0000
BiancaGolden_GrandPlies,-200.0000,0.0000,30.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,5,1.091722,0.0000,0.0000
BiancaGolden_GrandPlies,-200.0000,0.0000,30.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,5,1.106267,0.0000,0.0000
BiancaGolden_GrandPlies,-200.0000,0.0000,30.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,6,1.119943,0.0000,0.0000
BiancaGolden_GrandPlies,-200.0000,0.0000,30.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,6,1.134977,0.0000,0.0000
BiancaGolden_GrandPlies,-200.0000,0.0000,30.0000,0.0000,0.0000,0.0000,0.9930,0.0454,-0.1088,0.9980,7,1.149379,0.0000,0.0000
BiancaGolden_GrandPlies,-168.8954,30.7763,199.4883,2.1596,-4.3684,2.7803,0.9931,0.0456,-0.1084,0.9980,7,1.168187,0.3110,0.3078
BiancaGolden_GrandPlies,-168.8802,30.7478,199.4882,2.1509,-4.3460,2.8080,0.9931,0.0461,-0.1075,0.9980,7,1.177248,0.3112,0.3075
BiancaGolden_GrandPlies,-168.8437,30.6886,199.5015,2.1797,-4.2920,2.8391,0.9933,0.0469,-0.1060,0.9980,8,1.191296,0.3116,0.3069
BiancaGolden_GrandPlies,-168.8132,30.6644,199.4992,2.1465,-4.2083,2.8802,0.9933,0.0481,-0.1054,0.9980,8,1.205071,0.3119,0.3066
BiancaGolden_GrandPlies,-168.7773,30.6412,199.4934,1.9955,-4.1721,2.9455,0.9932,0.0495,-0.1059,0.9980,9,1.220729,0.3122,0.3064
BiancaGolden_GrandPlies,-168.7436,30.6119,199.4941,1.9147,-4.1899,3.0130,0.9930,0.0508,-0.1062,0.9980,9,1.235197,0.3126,0.3061
BiancaGolden_GrandPlies,-168.7059,30.5865,199.4870,1.8459,-4.2204,3.0945,0.9929,0.0525,-0.1071,0.9980,10,1.250116,0.3129,0.3059
BiancaGolden_GrandPlies,-168.6663,30.5613,199.4854,1.7557,-4.2671,3.1893,0.9927,0.0540,-0.1079,0.9980,10,1.265272,0.3133,0.3056
BiancaGolden_GrandPlies,-168.6247,30.5431,199.4757,1.6395,-4.3127,3.2738,0.9924,0.0565,-0.1092,0.9980,10,1.279087,0.3138,0.3054
BiancaGolden_GrandPlies,-168.5311,30.5007,199.4630,1.4745,-4.3887,3.4044,0.9923,0.0575,-0.1097,0.9980,11,1.293134,0.3147,0.3050
BiancaGolden_GrandPlies,-168.4606,30.4688,199.4588,1.4467,-4.4199,3.4735,0.9922,0.0582,-0.1101,0.9980,11,1.306712,0.3154,0.3047
BiancaGolden_GrandPlies,-168.3874,30.4483,199.4576,1.4300,-4.4443,3.5095,0.9831,0.0788,-0.1650,0.9980,12,1.322843,0.3161,0.3045
BiancaGolden_GrandPlies,-168.3018,30.4195,199.4514,1.4513,-4.4548,3.5398,0.9830,0.0800,-0.1651,0.9980,12,1.336473,0.3170,0.3042
BiancaGolden_GrandPlies,-168.2140,30.3989,199.4459,1.4951,-4.4573,3.5645,0.9835,0.0800,-0.1623,0.9980,13,1.350117,0.3179,0.3040
BiancaGolden_GrandPlies,-168.1289,30.3757,199.4189,1.5473,-4.4787,3.5618,0.9833,0.0797,-0.1636,0.9980,13,1.364022,0.3187,0.3038
BiancaGolden_GrandPlies,-168.0442,30.3585,199.4019,1.5668,-4.5560,3.5458,0.9840,0.0837,-0.1571,0.9980,13,1.377219,0.3196,0.3036
BiancaGolden_GrandPlies,-167.9566,30.3321,199.3927,1.6107,-4.6403,3.5269,0.9838,0.0828,-0.1588,0.9980,14,1.390987,0.3204,0.3033
BiancaGolden_GrandPlies,-167.8613,30.3082,199.3736,1.6632,-4.7412,3.4837,0.9825,0.0806,-0.1681,0.9980,14,1.404281,0.3214,0.3031
BiancaGolden_GrandPlies,-167.7611,30.2828,199.3523,1.7401,-4.8442,3.4198,0.9817,0.0850,-0.1701,0.9980,15,1.418865,0.3224,0.3028
BiancaGolden_GrandPlies,-167.6589,30.2626,199.3311,1.8095,-4.9514,3.3589,0.9815,0.0837,-0.1722,0.9980,15,1.432636,0.3234,0.3026
BiancaGolden_GrandPlies,-167.5509,30.2402,199.2999,1.8755,-5.0697,3.2866,0.9817,0.0829,-0.1713,0.9980,16,1.447250,0.3245,0.3024
BiancaGolden_GrandPlies,-167.4393,30.2085,199.2620,1.9575,-5.2377,3.2339,0.9812,0.0819,-0.1746,0.9980,16,1.460523,0.3256,0.3021
BiancaGolden_GrandPlies,-167.3245,30.1868,199.2294,2.0216,-5.4251,3.1823,0.9809,0.0817,-0.1763,0.9980,16,1.476925,0.3268,0.3019
BiancaGolden_GrandPlies,-167.2107,30.1597,199.1882,2.0839,-5.6575,3.1384,0.9804,0.0804,-0.1798,0.9980,17,1.487963,0.3279,0.3016
BiancaGolden_GrandPlies,-167.0980,30.1354,199.1522,2.1047,-5.9140,3.0959,0.9792,0.0822,-0.1853,0.9980,17,1.501129,0.3290,0.3014
BiancaGolden_GrandPlies,-166.9759,30.1169,199.1107,2.1352,-6.1988,3.0619,0.9783,0.0817,-0.1902,0.9980,18,1.515187,0.3302,0.3012
BiancaGolden_GrandPlies,-166.8630,30.0968,199.0712,2.1580,-6.4768,3.0441,0.9778,0.0764,-0.1950,0.9980,18,1.529127,0.3314,0.3010
BiancaGolden_GrandPlies,-166.7372,30.0767,199.0210,2.1403,-6.7736,3.0200,0.9767,0.0763,-0.2008,0.9980,18,1.543837,0.3326,0.3008
BiancaGolden_GrandPlies,-166.6094,30.0527,198.9687,2.1625,-7.1087,3.0217,0.9605,0.0470,-0.2744,0.9980,19,1.557360,0.3339,0.3005
BiancaGolden_GrandPlies,-166.4776,30.0227,198.9099,2.2074,-7.4594,3.0284,0.9324,0.0032,-0.3615,0.9980,19,1.570861,0.3352,0.3002
BiancaGolden_GrandPlies,-166.3451,30.0021,198.8412,2.2319,-7.8294,3.0199,0.9131,-0.0448,-0.4053,0.9980,20,1.586105,0.3365,0.3000
BiancaGolden_GrandPlies,-166.2235,29.9736,198.7579,2.2081,-8.2324,2.9887,0.9102,-0.0452,-0.4117,0.9980,20,1.599415,0.3378,0.2997
BiancaGolden_GrandPlies,-166.1003,29.9430,198.6790,2.1758,-8.6163,2.9705,0.9074,-0.0460,-0.4177,0.9980,20,1.613302,0.3390,0.2994
BiancaGolden_GrandPlies,-165.9703,29.9068,198.6125,2.1424,-9.0155,2.9156,0.9063,-0.0472,-0.4199,0.9980,21,1.626942,0.3403,0.2991
BiancaGolden_GrandPlies,-165.8421,29.8730,198.5301,2.1455,-9.4197,2.8421,0.9029,-0.0491,-0.4271,0.9980,21,1.640696,0.3416,0.2987
