FileName,LocationX,LocationY,LocationZ,RotationRoll,RotationPitch,RotationYaw,GazeHitX,GazeHitY,GazeHitZ,GazeConfidence,Frame,Timestamp,RoomX_m,RoomY_m
BiancaGolden_CircleTurns,-200.0000,0.0000,30.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0,0.016667,0.0000,0.0000
BiancaGolden_CircleTurns,-200.0000,0.0000,30.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0,0.416667,0.0000,0.0000
BiancaGolden_CircleTurns,-200.0000,0.0000,30.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,1,0.502828,0.0000,0.0000
BiancaGolden_CircleTurns,-200.0000,0.0000,30.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,2,0.529380,0.0000,0.0000
BiancaGolden_CircleTurns,-200.0000,0.0000,30.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,2,0.546901,0.0000,0.0000
BiancaGolden_CircleTurns,-200.0000,0.0000,30.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,3,0.557998,0.0000,0.0000
BiancaGolden_CircleTurns,-200.0000,0.0000,30.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,3,0.575133,0.0000,0.0000
BiancaGolden_CircleTurns,-200.0000,0.0000,30.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,4,0.595137,0.0000,0.0000
BiancaGolden_CircleTurns,-200.0000,0.0000,30.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,4,0.630367,0.0000,0.0000
BiancaGolden_CircleTurns,-200.0000,0.0000,30.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,5,0.641330,0.0000,0.0000
BiancaGolden_CircleTurns,-200.0000,0.0000,30.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,5,0.655532,0.0000,0.0000
BiancaGolden_CircleTurns,-200.0000,0.0000,30.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,6,0.669712,0.0000,0.0000
BiancaGolden_CircleTurns,-200.0000,0.0000,30.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,6,0.684153,0.0000,0.0000
BiancaGolden_CircleTurns,-200.0000,0.0000,30.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,7,0.698860,0.0000,0.0000
BiancaGolden_CircleTurns,-200.0000,0.0000,30.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,7,0.714387,0.0000,0.0000
BiancaGolden_CircleTurns,-200.0000,0.0000,30.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,8,0.724892,0.0000,0.0000
BiancaGolden_CircleTurns,-200.0000,0.0000,30.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,8,0.738361,0.0000,0.0000
BiancaGolden_CircleTurns,-200.0000,0.0000,30.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,9,0.751729,0.0000,0.0000
BiancaGolden_CircleTurns,-200.0000,0.0000,30.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,9,0.767101,0.0000,0.0000
BiancaGolden_CircleTurns,-200.0000,0.0000,30.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,10,0.779791,0.0000,0.0000
BiancaGolden_CircleTurns,-200.0000,0.0000,30.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,10,0.796481,0.0000,0.0000
BiancaGolden_CircleTurns,-200.0000,0.0000,30.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,11,0.808076,0.0000,0.0000
BiancaGolden_CircleTurns,-200.0000,0.0000,30.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,11,0.822102,0.0000,0.0000
BiancaGolden_CircleTurns,-200.0000,0.0000,30.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,11,0.836655,0.0000,0.0000
BiancaGolden_CircleTurns,-200.0000,0.0000,30.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,12,0.850563,0.0000,0.0000
BiancaGolden_CircleTurns,-200.0000,0.0000,30.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,12,0.863792,0.0000,0.0000
BiancaGolden_CircleTurns,-200.0000,0.0000,30.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,13,0.878298,0.0000,0.0000
BiancaGolden_CircleTurns,-200.0000,0.0000,30.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,13,0.891858,0.0000,0.0000
BiancaGolden_CircleTurns,-200.0000,0.0000,30.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,13,0.906037,0.0000,0.0000
BiancaGolden_CircleTurns,-200.0000,0.0000,30.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,14,0.918872,0.0000,0.0000
BiancaGolden_CircleTurns,-200.0000,0.0000,30.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,14,0.931883,0.0000,0.0000
BiancaGolden_CircleTurns,-200.0000,0.0000,30.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,15,0.947200,0.0000,0.0000
BiancaGolden_CircleTurns,-200.0000,0.0000,30.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,15,0.960635,0.0000,0.0000
BiancaGolden_CircleTurns,-200.0000,0.0000,30.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,16,0.975415,0.0000,0.0000
BiancaGolden_CircleTurns,-200.0000,0.0000,30.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,16,0.988465,0.0000,0.0000
BiancaGolden_CircleTurns,-200.0000,0.0000,30.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,16,1.003237,0.0000,0.0000
BiancaGolden_CircleTurns,-200.0000,0.0000,30.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,17,1.016479,0.0000,0.0000
BiancaGolden_CircleTurns,-200.0000,0.0000,30.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,17,1.028974,0.0000,0.0000
BiancaGolden_CircleTurns,-200.0000,0.0000,30.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,18,1.044242,0.0000,0.0000
BiancaGolden_CircleTurns,-200.0000,0.0000,30.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,18,1.057742,0.0000,0.0000
BiancaGolden_CircleTurns,-200.0000,0.0000,30.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,18,1.072465,0.0000,0.0000
BiancaGolden_CircleTurns,-200.0000,0.0000,30.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,19,1.086175,0.0000,0.0000
BiancaGolden_CircleTurns,-200.0000,0.0000,30.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,19,1.098955,0.0000,0.0000
BiancaGolden_CircleTurns,-200.0000,0.0000,30.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,20,1.113830,0.0000,0.0000
BiancaGolden_CircleTurns,-200.0000,0.0000,30.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,20,1.127698,0.0000,0.0000
BiancaGolden_CircleTurns,-200.0000,0.0000,30.0000,0.0000,0.0000,0.0000,0.9698,0.0019,-0.2437,0.9980,21,1.141867,0.0000,0.0000
BiancaGolden_CircleTurns,-212.6780,-8.5977,210.4246,2.6867,-10.0508,-2.3761,0.9699,0.0034,-0.2436,0.9980,21,1.160076,-0.1268,-0.0860
BiancaGolden_CircleTurns,-212.5723,-8.5347,210.4569,2.3793,-10.0704,-2.3115,0.9698,0.0221,-0.2429,0.9980,21,1.171163,-0.1257,-0.0853
BiancaGolden_CircleTurns,-212.3464,-8.4167,210.5121,1.9809,-9.9333,-2.1021,0.9692,0.0326,-0.2443,0.9980,22,1.185682,-0.1235,-0.0842
BiancaGolden_CircleTurns,-212.3061,-8.3637,210.4699,2.0557,-9.9917,-1.7640,0.9673,0.0442,-0.2497,0.9980,23,1.212560,-0.1231,-0.0836
BiancaGolden_CircleTurns,-212.1308,-8.2231,210.4535,1.9650,-10.2825,-1.0949,0.9675,0.0467,-0.2484,0.9980,23,1.241728,-0.1213,-0.0822
BiancaGolden_CircleTurns,-211.9497,-8.1504,210.4419,1.6996,-10.2274,-0.6864,0.9671,0.0478,-0.2497,0.9980,24,1.269635,-0.1195,-0.0815
BiancaGolden_CircleTurns,-211.7920,-8.1064,210.3932,1.4580,-10.2107,-0.2614,0.9585,0.0985,-0.2674,0.9980,24,1.296102,-0.1179,-0.0811
BiancaGolden_CircleTurns,-211.7073,-8.0992,210.3512,1.3365,-10.4676,0.1208,0.9445,0.1461,-0.2941,0.9980,25,1.323966,-0.1171,-0.0810
BiancaGolden_CircleTurns,-211.6445,-8.0927,210.3349,1.2536,-10.7094,0.4143,0.9441,0.1427,-0.2971,0.9980,25,1.353109,-0.1164,-0.0809
BiancaGolden_CircleTurns,-211.5935,-8.0937,210.2950,1.2837,-10.8930,0.7405,0.9448,0.1409,-0.2956,0.9980,26,1.380182,-0.1159,-0.0809
BiancaGolden_CircleTurns,-211.5708,-8.1069,210.2506,1.2463,-11.0277,1.0439,0.9449,0.1375,-0.2970,0.9980,26,1.407610,-0.1157,-0.0811
BiancaGolden_CircleTurns,-211.5702,-8.1335,210.2512,1.2324,-11.1105,1.3549,0.9432,0.1438,-0.2996,0.9980,27,1.435326,-0.1157,-0.0813
BiancaGolden_CircleTurns,-211.5300,-8.1337,210.2381,1.1860,-11.0580,1.7155,0.9428,0.1506,-0.2973,0.9980,27,1.464038,-0.1153,-0.0813
BiancaGolden_CircleTurns,-211.5104,-8.1081,210.2463,1.0947,-10.8928,2.3670,0.9395,0.1723,-0.2962,0.9980,28,1.492040,-0.1151,-0.0811
BiancaGolden_CircleTurns,-211.4969,-8.0047,210.2193,1.1880,-10.8119,3.7375,0.9315,0.2053,-0.3003,0.9980,28,1.519548,-0.1150,-0.0800
BiancaGolden_CircleTurns,-211.5596,-7.4962,210.1745,0.9271,-10.9293,6.5532,0.9176,0.2604,-0.3004,0.9980,29,1.547733,-0.1156,-0.0750
BiancaGolden_CircleTurns,-211.6240,-6.9786,210.1290,-0.4505,-11.0660,10.1791,0.9011,0.3013,-0.3118,0.9980,29,1.575412,-0.1162,-0.0698
BiancaGolden_CircleTurns,-211.7479,-6.7489,210.0439,-1.8361,-11.3563,13.0762,0.8984,0.3055,-0.3154,0.9980,30,1.603302,-0.1175,-0.0675
BiancaGolden_CircleTurns,-211.7801,-6.7077,210.0722,-2.3560,-11.5391,14.7824,0.9166,0.2400,-0.3199,0.9980,30,1.631250,-0.1178,-0.0671
BiancaGolden_CircleTurns,-211.7853,-6.7538,210.1014,-2.7014,-11.8255,15.1749,0.9266,0.1979,-0.3198,0.9980,31,1.659011,-0.1179,-0.0675
BiancaGolden_CircleTurns,-211.7039,-6.8785,210.1396,-2.8316,-11.7163,15.0886,0.9303,0.0971,-0.3538,0.9980,31,1.687884,-0.1170,-0.0688
BiancaGolden_CircleTurns,-211.6601,-6.8865,210.1512,-2.6107,-11.3693,14.2266,0.9345,0.0502,-0.3524,0.9980,32,1.715354,-0.1166,-0.0689
BiancaGolden_CircleTurns,-211.4142,-7.3315,210.0898,-2.2385,-11.2531,12.7577,0.9333,0.0291,-0.3579,0.9980,32,1.746507,-0.1141,-0.0733
BiancaGolden_CircleTurns,-211.3213,-7.5348,209.9996,-1.9768,-11.6351,11.5358,0.9286,0.0124,-0.3709,0.9980,33,1.771289,-0.1132,-0.0753
BiancaGolden_CircleTurns,-211.2102,-7.6865,209.9058,-1.7605,-12.2847,10.5028,0.9239,0.0171,-0.3822,0.9980,33,1.797925,-0.1121,-0.0769
BiancaGolden_CircleTurns,-211.0854,-7.7985,209.7897,-1.4283,-13.0131,9.7017,0.9208,0.0138,-0.3897,0.9980,34,1.825759,-0.1109,-0.0780
BiancaGolden_CircleTurns,-210.9186,-7.8898,209.7415,-1.0493,-13.5282,9.1932,0.9236,0.0220,-0.3828,0.9980,34,1.854921,-0.1092,-0.0789
BiancaGolden_CircleTurns,-210.6969,-7.9748,209.7302,-0.7120,-13.6677,8.7706,0.9256,0.0339,-0.3769,0.9980,35,1.882833,-0.1070,-0.0797
